months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
142,29,890280,OH,2000,1307.68,0,606942,FEMALE,craft-repair,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,1,2,NO,54360,4530,9060,40770,Mercedes,E400,1995,Y
162,35,431583,IL,2000,1124.69,0,446971,FEMALE,handlers-cleaners,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001,N
140,35,155912,OH,1000,1520.78,0,470538,FEMALE,craft-repair,wife,0,-42900,Parked Car,?,Trivial Damage,None,SC,Columbus,3320 5th Hwy,5,1,0,2,YES,2860,520,260,2080,Chevrolet,Tahoe,1997,Y
106,28,110143,OH,2000,1609.11,0,601177,MALE,craft-repair,own-child,0,0,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,2,1,YES,5490,0,1220,4270,Saab,95,1999,N
34,34,409074,OH,500,1295.87,0,438529,FEMALE,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,1,0,NO,50800,5080,5080,40640,Audi,A3,1997,Y
182,38,606037,OH,2000,1441.06,0,435534,FEMALE,armed-forces,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,2,3,YES,89650,8150,16300,65200,Dodge,RAM,2005,N
362,55,636843,OH,1000,1097.99,0,442239,FEMALE,other-service,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998,N
143,32,111874,IL,1000,1464.42,0,468986,FEMALE,exec-managerial,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,2,0,NO,62260,5660,5660,50940,Saab,92x,1995,N
183,38,439844,IL,500,1543.68,0,606988,FEMALE,prof-specialty,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,1,0,1,YES,51920,9440,4720,37760,Audi,A3,2001,Y
249,43,577858,OH,2000,1148.58,0,475524,FEMALE,adm-clerical,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,3,2,1,YES,57100,5710,5710,45680,Honda,CRV,2014,N
235,40,682754,IL,500,1398.94,0,613399,MALE,craft-repair,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,1,2,NO,68300,6830,13660,47810,Suburu,Forrestor,2003,N
103,27,658816,IN,1000,1537.33,0,468470,FEMALE,handlers-cleaners,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,1,1,NO,77700,7770,15540,54390,Jeep,Wrangler,2008,N
109,29,488464,OH,2000,1007.28,6000000,457727,FEMALE,adm-clerical,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,17,3,1,3,YES,91080,16560,16560,57960,Jeep,Wrangler,1995,N
2,20,480094,IN,1000,1189.98,4000000,613327,FEMALE,craft-repair,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,22,1,1,3,YES,48360,4030,8060,36270,Audi,A5,2000,N
198,34,263108,OH,1000,1576.41,0,614941,MALE,handlers-cleaners,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,6834 1st Drive,18,1,1,1,YES,95000,9500,9500,76000,Ford,F150,2001,N
107,32,298412,OH,500,1172.82,4000000,440680,MALE,machine-op-inspct,other-relative,82100,0,Vehicle Theft,?,Trivial Damage,Police,SC,Arlington,9562 4th Ridge,8,1,1,3,NO,3900,780,390,2730,Ford,F150,2010,N
252,39,261905,IL,500,1312.22,9000000,609949,MALE,transport-moving,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,4835 Britain Ridge,15,3,0,3,NO,59400,11880,5940,41580,Jeep,Grand Cherokee,2010,Y
101,32,223404,IL,500,895.14,0,439964,MALE,sales,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,2352 MLK Drive,4,1,0,3,YES,43600,8720,4360,30520,Suburu,Legacy,2010,N
446,57,991480,IN,2000,1373.21,0,478486,MALE,adm-clerical,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,10,3,0,0,NO,62800,6280,12560,43960,Jeep,Wrangler,2012,N
172,33,100804,IL,1000,1459.96,6000000,600127,FEMALE,adm-clerical,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,8214 Flute St,15,3,0,1,NO,41690,7580,7580,26530,Saab,95,1999,N
316,46,941807,OH,500,1219.94,7000000,431968,FEMALE,prof-specialty,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,6259 Lincoln Hwy,13,1,0,1,YES,63100,6310,12620,44170,Accura,TL,2000,N
344,51,437442,IL,1000,959.83,0,435809,FEMALE,sales,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,18,3,2,2,YES,75400,17400,11600,46400,BMW,X6,2006,Y
204,40,942106,OH,2000,1767.02,0,453193,MALE,machine-op-inspct,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,3799 Embaracadero Drive,7,1,1,1,NO,46200,4200,8400,33600,Audi,A5,1997,N
278,47,794951,IN,500,1285.01,0,459630,MALE,machine-op-inspct,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,2,2,YES,58500,5850,5850,46800,Toyota,Camry,2010,N
434,57,182450,OH,2000,1422.95,0,608982,MALE,transport-moving,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,1,3,NO,66240,11040,11040,44160,Nissan,Maxima,2003,N
61,25,757644,IN,2000,988.06,0,460579,FEMALE,other-service,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,1,3,1,0,NO,32320,4040,4040,24240,Dodge,RAM,2000,N
25,38,944953,OH,1000,1540.91,7000000,608807,MALE,adm-clerical,wife,40900,0,Vehicle Theft,?,Trivial Damage,None,VA,Northbend,1515 Embaracadero St,0,1,1,1,YES,4320,480,960,2880,Toyota,Corolla,1995,N
32,29,108270,OH,500,1446.98,0,436560,MALE,adm-clerical,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,9236 2nd Hwy,11,3,2,0,NO,57970,10540,5270,42160,Saab,93,2006,N
148,30,774303,OH,500,1471.24,0,601574,FEMALE,farming-fishing,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,1213 4th Lane,4,3,2,2,NO,32480,4060,4060,24360,Dodge,Neon,1997,N
222,38,698470,IN,2000,1157.97,0,433853,MALE,machine-op-inspct,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,3872 5th Drive,20,1,2,2,YES,60480,6720,6720,47040,Accura,TL,2001,N
32,38,719989,IL,2000,566.11,5000000,453164,MALE,armed-forces,unmarried,0,0,Parked Car,?,Trivial Damage,Police,NC,Springfield,9397 5th Hwy,22,1,0,0,NO,2640,440,440,1760,Honda,CRV,2015,N
78,27,309323,OH,500,1060.88,0,613931,MALE,other-service,other-relative,0,-66500,Parked Car,?,Trivial Damage,Police,SC,Northbend,8876 1st St,4,1,0,3,NO,6050,550,1100,4400,Volkswagen,Passat,2009,N
238,43,444035,OH,1000,1524.45,4000000,607458,MALE,handlers-cleaners,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,21,4,0,0,NO,42700,4270,4270,34160,Saab,92x,1995,Y
313,47,431478,IN,1000,1556.17,0,463835,MALE,prof-specialty,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,3263 Pine Ridge,20,1,1,3,NO,40260,3660,7320,29280,Accura,MDX,1996,Y
190,35,284836,IN,500,1484.72,5000000,432699,FEMALE,tech-support,husband,0,0,Parked Car,?,Trivial Damage,None,NY,Riverwood,5743 4th Ridge,4,1,0,1,NO,3840,640,320,2880,Saab,92x,1998,N
290,47,885789,IN,1000,1393.34,0,472922,MALE,exec-managerial,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4939 Oak Lane,20,3,1,3,YES,56160,6240,12480,37440,Audi,A5,2002,N
254,41,496067,IL,500,1581.27,5000000,603827,FEMALE,handlers-cleaners,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,3029 5th Ave,8,1,2,2,NO,63470,5770,11540,46160,BMW,X6,1999,N
199,38,206004,IL,1000,1281.25,0,467780,FEMALE,tech-support,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8941 Solo Ridge,6,1,0,2,NO,44440,8080,4040,32320,BMW,X6,2007,Y
137,35,153027,IN,500,1667.83,0,460586,MALE,prof-specialty,husband,48500,-67400,Parked Car,?,Minor Damage,Police,WV,Northbrook,4447 Francis Hwy,4,1,1,1,NO,6600,1200,1200,4200,Jeep,Grand Cherokee,2005,N
134,36,469426,OH,1000,1497.41,0,613842,MALE,machine-op-inspct,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,7701 Tree St,17,3,2,0,YES,77200,9650,9650,57900,Ford,Escape,1996,N
73,30,654974,OH,500,803.36,0,435371,FEMALE,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,15,3,0,0,YES,57000,0,11400,45600,Audi,A3,2013,N
289,45,943425,OH,2000,1221.41,0,466289,FEMALE,farming-fishing,wife,46700,-72500,Vehicle Theft,?,Trivial Damage,Police,WV,Riverwood,8742 4th St,9,1,2,1,NO,2700,300,300,2100,Honda,Accord,2006,N
176,36,641845,OH,500,1865.83,5000000,436173,MALE,transport-moving,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,17,1,2,1,YES,47300,4300,8600,34400,Volkswagen,Jetta,2006,N
164,31,357808,IN,500,1114.68,0,474758,FEMALE,other-service,husband,44500,-55900,Vehicle Theft,?,Trivial Damage,Police,SC,Springfield,8233 Tree Drive,5,1,1,0,NO,4320,480,480,3360,Mercedes,E400,2002,N
162,33,790225,OH,500,964.92,0,601581,FEMALE,exec-managerial,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,2753 Cherokee Ave,17,4,2,1,NO,35300,3530,3530,28240,Mercedes,E400,1996,Y
270,41,639027,IL,1000,817.28,0,460263,MALE,sales,unmarried,62200,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,4095 MLK St,17,3,1,1,NO,60190,4630,9260,46300,Mercedes,ML350,2014,Y
168,39,217899,IL,1000,1389.59,0,479134,FEMALE,machine-op-inspct,own-child,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,23,3,1,3,NO,41580,3780,7560,30240,Chevrolet,Malibu,2015,Y
274,45,589094,IN,1000,1353.53,0,451467,FEMALE,tech-support,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2900 Sky Drive,13,1,0,0,NO,58500,11700,0,46800,Accura,MDX,1995,Y
263,43,458829,IN,1000,1294.04,0,602670,FEMALE,handlers-cleaners,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,1515 Pine Lane,17,1,2,3,YES,79320,13220,6610,59490,Nissan,Ultima,1997,N
234,44,442494,IN,500,1780.67,0,465942,MALE,other-service,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,6384 5th Ridge,3,1,1,0,NO,70200,7020,7020,56160,Ford,F150,2012,Y
64,30,159243,IL,2000,1681.01,0,446174,MALE,protective-serv,own-child,0,-51100,Parked Car,?,Minor Damage,None,SC,Riverwood,3006 Lincoln Ridge,16,1,2,1,NO,4900,490,1470,2940,Jeep,Wrangler,2015,N
456,62,669800,OH,1000,1395.77,0,611651,FEMALE,protective-serv,own-child,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,5352 Lincoln Drive,13,3,1,3,NO,66480,5540,11080,49860,Saab,92x,2012,Y
58,23,520179,OH,2000,1471.44,5000000,446657,MALE,transport-moving,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,6110 Rock Ridge,8,1,2,1,NO,50380,4580,9160,36640,Chevrolet,Tahoe,2007,Y
96,29,465065,IN,1000,1274.7,5000000,618493,MALE,prof-specialty,other-relative,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,4910 1st Lane,15,3,2,3,YES,55400,5540,11080,38780,Chevrolet,Silverado,2004,Y
99,28,369941,OH,500,1330.39,0,612664,MALE,prof-specialty,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,8766 Lincoln Lane,3,1,2,2,YES,49900,4990,9980,34930,Dodge,Neon,1998,N
38,28,447226,OH,500,1122.95,4000000,473653,MALE,priv-house-serv,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,6399 Oak Drive,4,3,0,3,YES,74880,12480,12480,49920,Accura,TL,2000,N
259,44,831668,OH,2000,1655.79,0,454529,FEMALE,exec-managerial,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,3127 Flute St,8,1,0,0,YES,105820,16280,16280,73260,Audi,A3,2002,N
241,43,922937,IN,1000,935.77,0,437422,MALE,prof-specialty,own-child,0,-36000,Vehicle Theft,?,Trivial Damage,Police,PA,Northbend,8920 Best Ave,21,1,1,0,YES,7150,1300,650,5200,Volkswagen,Jetta,2003,N
437,58,640474,IN,2000,1192.04,0,619470,MALE,craft-repair,own-child,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7314 Tree Drive,23,1,0,0,NO,55800,11160,11160,33480,Dodge,RAM,2004,N
130,34,153298,OH,500,990.11,0,442666,MALE,sales,other-relative,0,-41200,Parked Car,?,Trivial Damage,None,NY,Riverwood,8872 Oak Ridge,8,1,1,3,YES,5830,1060,1060,3710,Dodge,RAM,2015,N
269,41,334749,OH,2000,1422.21,0,620507,FEMALE,handlers-cleaners,unmarried,0,-46400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,5022 1st St,21,1,2,1,NO,85900,17180,17180,51540,Suburu,Forrestor,2005,Y
103,29,221283,OH,500,914.85,0,614867,MALE,prof-specialty,other-relative,72100,0,Parked Car,?,Minor Damage,Police,OH,Columbus,3423 Francis Ave,5,1,2,3,NO,7110,790,1580,4740,Accura,MDX,2005,N
284,43,961496,IL,500,1123.84,0,609898,MALE,prof-specialty,other-relative,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,9529 4th Drive,12,3,0,0,YES,36960,6720,3360,26880,Chevrolet,Tahoe,2007,N
189,39,804751,OH,2000,838.02,0,450702,FEMALE,tech-support,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,7,3,2,0,YES,64400,6440,6440,51520,Dodge,Neon,1997,N
267,43,369226,OH,500,1300.68,0,600418,MALE,adm-clerical,unmarried,49000,0,Parked Car,?,Minor Damage,None,NC,Northbend,4431 Rock St,0,1,1,3,YES,1920,480,0,1440,Chevrolet,Tahoe,2011,N
39,22,691115,IN,500,1173.21,0,431202,MALE,farming-fishing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4782 Sky Lane,14,1,0,1,YES,86130,15660,7830,62640,Suburu,Legacy,2009,Y
243,41,621756,IN,1000,1129.23,0,470190,FEMALE,farming-fishing,own-child,17300,-60400,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,4020 Best Drive,1,1,1,0,YES,50300,10060,5030,35210,Suburu,Legacy,1999,Y
116,31,615116,IN,500,1194.83,0,603733,FEMALE,prof-specialty,husband,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,2037 5th Drive,23,1,0,0,NO,44200,4420,8840,30940,Suburu,Forrestor,1997,N
219,43,947598,IN,1000,1114.29,0,465136,FEMALE,transport-moving,other-relative,51300,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,4699 Texas Ridge,1,1,2,2,YES,66660,6060,6060,54540,Toyota,Highlander,2006,N
96,26,658002,OH,2000,1509.04,0,611723,FEMALE,prof-specialty,husband,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,1832 Elm Hwy,9,1,2,3,NO,78320,7120,14240,56960,Saab,92x,2007,N
149,34,374545,IN,500,664.86,0,608963,FEMALE,craft-repair,wife,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,5226 Maple St,3,1,0,1,NO,105040,16160,16160,72720,Dodge,RAM,1999,N
293,45,235097,IL,1000,1119.23,0,447560,FEMALE,exec-managerial,unmarried,51500,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,8701 5th Lane,13,3,1,1,NO,51210,11380,5690,34140,Jeep,Wrangler,2015,N
160,33,180286,IL,1000,1422.78,0,616583,FEMALE,exec-managerial,husband,61600,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,1989 Solo Lane,17,3,2,3,YES,52800,5280,5280,42240,Nissan,Pathfinder,2006,N
224,42,662088,OH,500,1212.75,0,455913,FEMALE,prof-specialty,own-child,0,-51400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,6331 MLK Ave,11,1,0,0,YES,55200,9200,13800,32200,Honda,Civic,1998,N
194,34,884365,IN,1000,1423.34,0,454399,MALE,sales,not-in-family,55300,-37900,Vehicle Theft,?,Minor Damage,None,WV,Riverwood,8453 Elm St,0,1,0,3,NO,9100,1400,1400,6300,Chevrolet,Malibu,2003,N
100,33,507452,OH,500,1124.59,6000000,459428,MALE,adm-clerical,not-in-family,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,5058 4th Lane,4,1,1,2,NO,40800,6800,6800,27200,BMW,X5,2004,N
371,50,990624,IN,1000,1569.33,0,613114,MALE,machine-op-inspct,not-in-family,79600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Springfield,3098 Oak Lane,2,3,2,1,YES,84500,13000,13000,58500,Volkswagen,Passat,2011,Y
175,39,892148,IN,500,1359.36,5000000,450709,MALE,exec-managerial,husband,0,-43600,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Arlington,9103 MLK Lane,9,3,2,2,YES,71610,13020,6510,52080,Toyota,Highlander,2012,Y
373,55,398683,IN,500,1607.36,0,444626,MALE,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,8624 Francis Ave,21,4,0,2,NO,60600,6060,12120,42420,Dodge,RAM,2007,Y
258,41,605100,IL,500,1042.25,0,601206,MALE,exec-managerial,unmarried,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,2905 Embaracadero Drive,0,3,2,3,NO,81240,6770,20310,54160,Mercedes,C300,2008,Y
255,39,143109,OH,500,1453.95,0,470389,FEMALE,armed-forces,not-in-family,38200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Springfield,3443 Maple Ridge,17,3,0,3,NO,29300,2930,5860,20510,Audi,A3,2010,N
37,31,230223,IL,500,1969.63,0,615218,FEMALE,sales,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbend,1618 Maple Hwy,21,3,1,1,YES,76450,6950,13900,55600,Dodge,RAM,1995,N
76,31,973546,OH,500,1493.5,5000000,442335,FEMALE,priv-house-serv,not-in-family,39900,-44000,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,4237 4th St,7,1,2,1,NO,8030,1460,730,5840,Mercedes,E400,1995,N
193,40,608039,IL,500,1155.38,0,604952,FEMALE,handlers-cleaners,not-in-family,34200,-32300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,6581 Rock Ridge,6,1,0,0,YES,63900,6390,6390,51120,Accura,TL,2001,N
405,55,250162,IL,500,878.19,0,441533,MALE,machine-op-inspct,unmarried,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,7236 Apache Lane,2,4,0,2,NO,38640,4830,4830,28980,Chevrolet,Tahoe,1997,N
435,58,786432,IN,2000,1145.85,0,471784,MALE,sales,not-in-family,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3846 4th Hwy,19,3,1,1,YES,41490,9220,4610,27660,Mercedes,E400,2004,N
92,32,482495,IL,500,1592.41,0,474324,MALE,prof-specialty,husband,58900,-29100,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,5771 Best St,22,1,2,3,YES,53400,5340,5340,42720,Jeep,Wrangler,1996,N
173,36,796005,OH,1000,1274.63,0,441298,MALE,machine-op-inspct,unmarried,51000,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,9818 Cherokee Ave,22,1,2,3,NO,52030,9460,9460,33110,Accura,MDX,1995,N
436,60,910604,IN,500,1362.31,0,446606,MALE,prof-specialty,wife,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,7819 2nd Ave,16,1,0,2,NO,82060,14920,7460,59680,Saab,93,2005,N
264,43,516959,IL,500,1508.12,6000000,433275,MALE,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,5276 2nd Lane,0,3,2,1,NO,60750,13500,6750,40500,Jeep,Wrangler,2015,Y
66,30,984456,IN,500,484.67,0,608309,FEMALE,adm-clerical,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2889 Weaver St,2,3,0,2,YES,65560,11920,11920,41720,Volkswagen,Passat,2015,Y
366,50,801331,IN,1000,1561.41,0,462767,FEMALE,handlers-cleaners,husband,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,5,3,1,3,NO,70290,12780,12780,44730,Mercedes,C300,2012,N
188,37,786103,OH,500,1457.21,0,471785,FEMALE,adm-clerical,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,5499 Elm Hwy,6,1,2,0,YES,45000,5000,5000,35000,Suburu,Forrestor,2003,N
253,46,247505,IL,500,1358.2,0,477636,FEMALE,transport-moving,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,4254 Best Ridge,11,3,0,0,NO,64570,5870,11740,46960,Jeep,Wrangler,2001,N
446,61,259792,IL,1000,1232.79,0,441967,FEMALE,adm-clerical,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,5812 Weaver Ave,3,1,2,0,YES,70500,7050,14100,49350,Suburu,Forrestor,2007,N
169,37,185124,IL,1000,936.19,0,454776,MALE,armed-forces,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,2,1,YES,57900,17370,5790,34740,Audi,A5,2005,N
255,46,760700,IL,500,1302.34,0,431532,FEMALE,prof-specialty,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,2,3,1,0,NO,57860,5260,10520,42080,Volkswagen,Jetta,2011,N
209,39,362407,IN,500,1264.99,0,614169,MALE,transport-moving,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3340 3rd Hwy,22,1,1,1,NO,37800,8400,4200,25200,Chevrolet,Silverado,1995,N
210,37,389525,OH,500,1467.76,0,601425,FEMALE,tech-support,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,3097 4th Drive,8,1,1,3,YES,63300,6330,6330,50640,Toyota,Highlander,2000,N
174,33,179538,IN,2000,1124.43,0,477346,FEMALE,farming-fishing,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,1916 Elm St,14,3,0,1,YES,44200,8840,4420,30940,Saab,93,1995,N
70,28,265437,IL,1000,1319.81,0,613587,MALE,machine-op-inspct,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,8917 Cherokee Lane,14,4,1,0,YES,31680,3520,3520,24640,Toyota,Camry,2006,N
458,61,921851,IN,1000,1328.18,0,617699,FEMALE,protective-serv,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,18,1,2,1,NO,56340,6260,6260,43820,Volkswagen,Passat,2003,N
239,40,488724,IN,500,1463.95,0,430567,FEMALE,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,20,3,0,0,YES,69740,6340,6340,57060,Dodge,Neon,2003,N
161,38,192524,IL,2000,1133.85,0,439870,MALE,priv-house-serv,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,2,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,2003,N
446,61,338070,IN,1000,1037.32,0,438837,FEMALE,tech-support,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,2,1,NO,80880,6740,13480,60660,Nissan,Ultima,2005,N
476,61,865607,IN,1000,1562.8,0,458997,FEMALE,handlers-cleaners,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,1,2,YES,49390,8980,4490,35920,Suburu,Legacy,2009,N
122,33,553436,IL,500,1236.5,0,619620,MALE,other-service,husband,0,-48700,Parked Car,?,Trivial Damage,None,NY,Hillsdale,8211 Sky Hwy,1,1,0,1,NO,5060,460,920,3680,Nissan,Ultima,2003,N
335,48,440616,IL,2000,1017.97,0,441671,FEMALE,machine-op-inspct,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,0,0,YES,35860,3260,6520,26080,BMW,X5,2005,Y
